report_time,state_name,confirmed_india,confirmed_foreign,cured,death,confirmed
2020-03-16,Andhra Pradesh,1.0,0.0,0,0,1
2020-03-16,Delhi,7.0,0.0,2,1,7
2020-03-16,Haryana,0.0,14.0,0,0,14
2020-03-16,Jammu and Kashmir,3.0,0.0,0,0,3
2020-03-16,Karnataka,6.0,0.0,0,1,6
2020-03-16,Kerala,23.0,0.0,3,0,23
2020-03-16,Ladakh,4.0,0.0,0,0,4
2020-03-16,Maharashtra,32.0,0.0,0,0,32
2020-03-16,Odisha,1.0,0.0,0,0,1
2020-03-16,Punjab,1.0,0.0,0,0,1
2020-03-16,Rajasthan,2.0,2.0,3,0,4
2020-03-16,Telangana,3.0,0.0,1,0,3
2020-03-16,Tamil Nadu,1.0,0.0,0,0,1
2020-03-16,Uttar Pradesh,12.0,1.0,4,0,13
2020-03-16,Uttarakhand,1.0,0.0,0,0,1
2020-03-17,Andhra Pradesh,1.0,0.0,0,0,1
2020-03-17,Delhi,7.0,0.0,2,1,7
2020-03-17,Haryana,0.0,14.0,0,0,14
2020-03-17,Jammu and Kashmir,3.0,0.0,0,0,3
2020-03-17,Karnataka,8.0,0.0,0,1,8
2020-03-17,Kerala,22.0,2.0,3,0,24
2020-03-17,Ladakh,4.0,0.0,0,0,4
2020-03-17,Maharashtra,36.0,3.0,0,0,39
2020-03-17,Odisha,1.0,0.0,0,0,1
2020-03-17,Punjab,1.0,0.0,0,0,1
2020-03-17,Rajasthan,2.0,2.0,3,0,4
2020-03-17,Telangana,4.0,0.0,1,0,4
2020-03-17,Tamil Nadu,1.0,0.0,0,0,1
2020-03-17,Uttar Pradesh,12.0,1.0,4,0,13
2020-03-17,Uttarakhand,1.0,0.0,0,0,1
2020-03-17,Andhra Pradesh,1.0,0.0,0,0,1
2020-03-17,Delhi,7.0,0.0,2,1,7
2020-03-17,Haryana,0.0,14.0,0,0,14
2020-03-17,Jammu and Kashmir,3.0,0.0,0,0,3
2020-03-17,Karnataka,8.0,0.0,0,1,8
2020-03-17,Kerala,22.0,2.0,3,0,24
2020-03-17,Ladakh,4.0,0.0,0,0,4
2020-03-17,Maharashtra,36.0,3.0,0,1,39
2020-03-17,Odisha,1.0,0.0,0,0,1
2020-03-17,Punjab,1.0,0.0,0,0,1
2020-03-17,Rajasthan,2.0,2.0,3,0,4
2020-03-17,Telangana,4.0,0.0,1,0,4
2020-03-17,Tamil Nadu,1.0,0.0,0,0,1
2020-03-17,Uttar Pradesh,12.0,1.0,4,0,13
2020-03-17,Uttarakhand,1.0,0.0,0,0,1
2020-03-17,Andhra Pradesh,1.0,0.0,0,0,1
2020-03-17,Delhi,7.0,0.0,2,1,7
2020-03-17,Haryana,1.0,14.0,0,0,15
2020-03-17,Jammu and Kashmir,3.0,0.0,0,0,3
2020-03-17,Karnataka,8.0,0.0,0,1,8
2020-03-17,Kerala,22.0,2.0,3,0,24
2020-03-17,Ladakh,4.0,0.0,0,0,4
2020-03-17,Maharashtra,36.0,3.0,0,1,39
2020-03-17,Odisha,1.0,0.0,0,0,1
2020-03-17,Punjab,1.0,0.0,0,0,1
2020-03-17,Rajasthan,2.0,2.0,3,0,4
2020-03-17,Telangana,4.0,0.0,1,0,4
2020-03-17,Tamil Nadu,1.0,0.0,0,0,1
2020-03-17,Uttar Pradesh,12.0,1.0,4,0,13
2020-03-17,Uttarakhand,1.0,0.0,0,0,1
2020-03-17,Andhra Pradesh,1.0,0.0,0,0,1
2020-03-17,Delhi,8.0,0.0,2,1,8
2020-03-17,Haryana,1.0,14.0,0,0,15
2020-03-17,Jammu and Kashmir,3.0,0.0,0,0,3
2020-03-17,Karnataka,11.0,0.0,0,1,11
2020-03-17,Kerala,24.0,2.0,3,0,26
2020-03-17,Ladakh,6.0,0.0,0,0,6
2020-03-17,Maharashtra,36.0,3.0,0,1,39
2020-03-17,Odisha,1.0,0.0,0,0,1
2020-03-17,Punjab,1.0,0.0,0,0,1
2020-03-17,Rajasthan,2.0,2.0,3,0,4
2020-03-17,Telangana,3.0,2.0,1,0,5
2020-03-17,Tamil Nadu,1.0,0.0,0,0,1
2020-03-17,Uttar Pradesh,14.0,1.0,5,0,15
2020-03-17,Uttarakhand,1.0,0.0,0,0,1
2020-03-18,Andhra Pradesh,1.0,0.0,0,0,1
2020-03-18,Delhi,9.0,1.0,2,1,10
2020-03-18,Haryana,2.0,14.0,0,0,16
2020-03-18,Jammu and Kashmir,3.0,0.0,0,0,3
2020-03-18,Karnataka,11.0,0.0,0,1,11
2020-03-18,Kerala,25.0,2.0,3,0,27
2020-03-18,Ladakh,8.0,0.0,0,0,8
2020-03-18,Maharashtra,38.0,3.0,0,1,41
2020-03-18,Odisha,1.0,0.0,0,0,1
2020-03-18,Punjab,1.0,0.0,0,0,1
2020-03-18,Rajasthan,2.0,2.0,3,0,4
2020-03-18,Telangana,3.0,2.0,1,0,5
2020-03-18,Tamil Nadu,1.0,0.0,0,0,1
2020-03-18,Uttar Pradesh,15.0,1.0,5,0,16
2020-03-18,Uttarakhand,1.0,0.0,0,0,1
2020-03-18,West Bengal,1.0,0.0,0,0,1
2020-03-18,Andhra Pradesh,1.0,0.0,0,0,1
2020-03-18,Delhi,9.0,1.0,2,1,10
2020-03-18,Haryana,3.0,14.0,0,0,17
2020-03-18,Jammu and Kashmir,3.0,0.0,0,0,3
2020-03-18,Karnataka,11.0,0.0,0,1,11
2020-03-18,Kerala,25.0,2.0,3,0,27
2020-03-18,Ladakh,8.0,0.0,0,0,8
2020-03-18,Maharashtra,39.0,3.0,0,1,42
2020-03-18,Odisha,1.0,0.0,0,0,1
2020-03-18,Punjab,1.0,0.0,0,0,1
2020-03-18,Puducherry,1.0,0.0,0,0,1
2020-03-18,Rajasthan,2.0,2.0,3,0,4
2020-03-18,Telangana,4.0,2.0,1,0,6
2020-03-18,Tamil Nadu,1.0,0.0,0,0,1
2020-03-18,Uttar Pradesh,15.0,1.0,5,0,16
2020-03-18,Uttarakhand,1.0,0.0,0,0,1
2020-03-18,West Bengal,1.0,0.0,0,0,1
2020-03-19,Andhra Pradesh,1.0,0.0,0,0,1
2020-03-19,Chandigarh,1.0,0.0,0,0,1
2020-03-19,Delhi,11.0,1.0,2,1,12
2020-03-19,Haryana,3.0,14.0,0,0,17
2020-03-19,Jammu and Kashmir,4.0,0.0,0,0,4
2020-03-19,Karnataka,14.0,0.0,0,1,14
2020-03-19,Kerala,25.0,2.0,3,0,27
2020-03-19,Ladakh,8.0,0.0,0,0,8
2020-03-19,Maharashtra,42.0,3.0,0,1,45
2020-03-19,Odisha,1.0,0.0,0,0,1
2020-03-19,Punjab,1.0,0.0,0,0,1
2020-03-19,Puducherry,1.0,0.0,0,0,1
2020-03-19,Rajasthan,5.0,2.0,3,0,7
2020-03-19,Telangana,4.0,2.0,1,0,6
2020-03-19,Tamil Nadu,2.0,0.0,1,0,2
2020-03-19,Uttar Pradesh,16.0,1.0,5,0,17
2020-03-19,Uttarakhand,1.0,0.0,0,0,1
2020-03-19,West Bengal,1.0,0.0,0,0,1
2020-03-19,Andhra Pradesh,1.0,0.0,0,0,1
2020-03-19,Chandigarh,1.0,0.0,0,0,1
2020-03-19,Delhi,11.0,1.0,2,1,12
2020-03-19,Haryana,3.0,14.0,0,0,17
2020-03-19,Jammu and Kashmir,4.0,0.0,0,0,4
2020-03-19,Karnataka,14.0,0.0,0,1,14
2020-03-19,Kerala,25.0,2.0,3,0,27
2020-03-19,Ladakh,8.0,0.0,0,0,8
2020-03-19,Maharashtra,42.0,3.0,0,1,45
2020-03-19,Odisha,1.0,0.0,0,0,1
2020-03-19,Punjab,2.0,0.0,0,1,2
2020-03-19,Puducherry,1.0,0.0,0,0,1
2020-03-19,Rajasthan,5.0,2.0,3,0,7
2020-03-19,Telangana,4.0,2.0,1,0,6
2020-03-19,Tamil Nadu,2.0,0.0,1,0,2
2020-03-19,Uttar Pradesh,16.0,1.0,5,0,17
2020-03-19,Uttarakhand,1.0,0.0,0,0,1
2020-03-19,West Bengal,1.0,0.0,0,0,1
2020-03-19,Andhra Pradesh,2.0,0.0,0,0,2
2020-03-19,Chandigarh,1.0,0.0,0,0,1
2020-03-19,Chhattisgarh,1.0,0.0,0,0,1
2020-03-19,Delhi,11.0,1.0,3,1,12
2020-03-19,Haryana,3.0,14.0,0,0,17
2020-03-19,Jammu and Kashmir,4.0,0.0,0,0,4
2020-03-19,Karnataka,14.0,0.0,0,1,14
2020-03-19,Kerala,25.0,2.0,3,0,27
2020-03-19,Ladakh,8.0,0.0,0,0,8
2020-03-19,Maharashtra,44.0,3.0,0,1,47
2020-03-19,Odisha,1.0,0.0,0,0,1
2020-03-19,Punjab,2.0,0.0,0,1,2
2020-03-19,Puducherry,1.0,0.0,0,0,1
2020-03-19,Rajasthan,5.0,2.0,3,0,7
2020-03-19,Telangana,4.0,2.0,1,0,6
2020-03-19,Tamil Nadu,2.0,0.0,1,0,2
2020-03-19,Uttar Pradesh,18.0,1.0,9,0,19
2020-03-19,Uttarakhand,1.0,0.0,0,0,1
2020-03-19,West Bengal,1.0,0.0,0,0,1
2020-03-20,Andhra Pradesh,2.0,0.0,0,0,2
2020-03-20,Chandigarh,1.0,0.0,0,0,1
2020-03-20,Chhattisgarh,1.0,0.0,0,0,1
2020-03-20,Delhi,16.0,1.0,3,1,17
2020-03-20,Gujarat,2.0,0.0,0,0,2
2020-03-20,Haryana,3.0,14.0,0,0,17
2020-03-20,Jammu and Kashmir,4.0,0.0,0,0,4
2020-03-20,Karnataka,15.0,0.0,0,1,15
2020-03-20,Kerala,26.0,2.0,3,0,28
2020-03-20,Ladakh,10.0,0.0,0,0,10
2020-03-20,Maharashtra,44.0,3.0,0,1,47
2020-03-20,Odisha,1.0,0.0,0,0,1
2020-03-20,Punjab,2.0,0.0,0,1,2
2020-03-20,Puducherry,1.0,0.0,0,0,1
2020-03-20,Rajasthan,5.0,2.0,3,0,7
2020-03-20,Telangana,7.0,9.0,1,0,16
2020-03-20,Tamil Nadu,3.0,0.0,1,0,3
2020-03-20,Uttar Pradesh,18.0,1.0,9,0,19
2020-03-20,Uttarakhand,1.0,0.0,0,0,1
2020-03-20,West Bengal,1.0,0.0,0,0,1
2020-03-20,Andhra Pradesh,3.0,0.0,0,0,3
2020-03-20,Chandigarh,1.0,0.0,0,0,1
2020-03-20,Chhattisgarh,1.0,0.0,0,0,1
2020-03-20,Delhi,16.0,1.0,5,1,17
2020-03-20,Gujarat,5.0,0.0,0,0,5
2020-03-20,Haryana,3.0,14.0,0,0,17
2020-03-20,Jammu and Kashmir,4.0,0.0,0,0,4
2020-03-20,Karnataka,15.0,0.0,1,1,15
2020-03-20,Kerala,26.0,2.0,3,0,28
2020-03-20,Ladakh,10.0,0.0,0,0,10
2020-03-20,Maharashtra,49.0,3.0,0,1,52
2020-03-20,Odisha,2.0,0.0,0,0,2
2020-03-20,Punjab,2.0,0.0,0,1,2
2020-03-20,Puducherry,1.0,0.0,0,0,1
2020-03-20,Rajasthan,15.0,2.0,3,0,17
2020-03-20,Telangana,8.0,9.0,1,0,17
2020-03-20,Tamil Nadu,3.0,0.0,1,0,3
2020-03-20,Uttar Pradesh,22.0,1.0,9,0,23
2020-03-20,Uttarakhand,3.0,0.0,0,0,3
2020-03-20,West Bengal,2.0,0.0,0,0,2
2020-03-21,Andhra Pradesh,3.0,0.0,0,0,3
2020-03-21,Chandigarh,1.0,0.0,0,0,1
2020-03-21,Chhattisgarh,1.0,0.0,0,0,1
2020-03-21,Delhi,25.0,1.0,5,1,26
2020-03-21,Gujarat,7.0,0.0,0,0,7
2020-03-21,Himachal Pradesh,2.0,0.0,0,0,2
2020-03-21,Haryana,3.0,14.0,0,0,17
2020-03-21,Jammu and Kashmir,4.0,0.0,0,0,4
2020-03-21,Karnataka,15.0,0.0,1,1,15
2020-03-21,Kerala,33.0,7.0,3,0,40
2020-03-21,Ladakh,13.0,0.0,0,0,13
2020-03-21,Maharashtra,49.0,3.0,0,1,52
2020-03-21,Madhya Pradesh,4.0,0.0,0,0,4
2020-03-21,Odisha,2.0,0.0,0,0,2
2020-03-21,Punjab,2.0,0.0,0,1,2
2020-03-21,Puducherry,1.0,0.0,0,0,1
2020-03-21,Rajasthan,15.0,2.0,3,0,17
2020-03-21,Telangana,8.0,11.0,1,0,19
2020-03-21,Tamil Nadu,3.0,0.0,1,0,3
2020-03-21,Uttar Pradesh,23.0,1.0,9,0,24
2020-03-21,Uttarakhand,3.0,0.0,0,0,3
2020-03-21,West Bengal,2.0,0.0,0,0,2
2020-03-21,Andhra Pradesh,3.0,0.0,0,0,3
2020-03-21,Chandigarh,1.0,0.0,0,0,1
2020-03-21,Chhattisgarh,1.0,0.0,0,0,1
2020-03-21,Delhi,25.0,1.0,5,1,26
2020-03-21,Gujarat,7.0,0.0,0,0,7
2020-03-21,Himachal Pradesh,2.0,0.0,0,0,2
2020-03-21,Haryana,3.0,14.0,0,0,17
2020-03-21,Jammu and Kashmir,4.0,0.0,0,0,4
2020-03-21,Karnataka,15.0,0.0,1,1,15
2020-03-21,Kerala,33.0,7.0,3,0,40
2020-03-21,Ladakh,13.0,0.0,0,0,13
2020-03-21,Maharashtra,60.0,3.0,0,1,63
2020-03-21,Madhya Pradesh,4.0,0.0,0,0,4
2020-03-21,Odisha,2.0,0.0,0,0,2
2020-03-21,Punjab,13.0,0.0,0,1,13
2020-03-21,Puducherry,1.0,0.0,0,0,1
2020-03-21,Rajasthan,15.0,2.0,3,0,17
2020-03-21,Telangana,10.0,11.0,1,0,21
2020-03-21,Tamil Nadu,3.0,0.0,1,0,3
2020-03-21,Uttar Pradesh,23.0,1.0,9,0,24
2020-03-21,Uttarakhand,3.0,0.0,0,0,3
2020-03-21,West Bengal,3.0,0.0,0,0,3
2020-03-22,Andhra Pradesh,3.0,0.0,0,0,3
2020-03-22,Chandigarh,5.0,0.0,0,0,5
2020-03-22,Chhattisgarh,1.0,0.0,0,0,1
2020-03-22,Delhi,26.0,1.0,5,1,27
2020-03-22,Gujarat,14.0,0.0,0,0,14
2020-03-22,Himachal Pradesh,2.0,0.0,0,0,2
2020-03-22,Haryana,3.0,14.0,0,0,17
2020-03-22,Jammu and Kashmir,4.0,0.0,0,0,4
2020-03-22,Karnataka,20.0,0.0,2,1,20
2020-03-22,Kerala,45.0,7.0,3,0,52
2020-03-22,Ladakh,13.0,0.0,0,0,13
2020-03-22,Maharashtra,60.0,3.0,0,1,63
2020-03-22,Madhya Pradesh,4.0,0.0,0,0,4
2020-03-22,Odisha,2.0,0.0,0,0,2
2020-03-22,Punjab,13.0,0.0,0,1,13
2020-03-22,Puducherry,1.0,0.0,0,0,1
2020-03-22,Rajasthan,22.0,2.0,3,0,24
2020-03-22,Telangana,10.0,11.0,1,0,21
2020-03-22,Tamil Nadu,4.0,2.0,1,0,6
2020-03-22,Uttar Pradesh,24.0,1.0,9,0,25
2020-03-22,Uttarakhand,3.0,0.0,0,0,3
2020-03-22,West Bengal,4.0,0.0,0,0,4
2020-03-22,Andhra Pradesh,3.0,0.0,0,0,3
2020-03-22,Chandigarh,5.0,0.0,0,0,5
2020-03-22,Chhattisgarh,1.0,0.0,0,0,1
2020-03-22,Delhi,26.0,1.0,5,1,27
2020-03-22,Gujarat,14.0,0.0,0,0,14
2020-03-22,Himachal Pradesh,2.0,0.0,0,0,2
2020-03-22,Haryana,3.0,14.0,0,0,17
2020-03-22,Jammu and Kashmir,4.0,0.0,0,0,4
2020-03-22,Karnataka,20.0,0.0,2,1,20
2020-03-22,Kerala,45.0,7.0,3,0,52
2020-03-22,Ladakh,13.0,0.0,0,0,13
2020-03-22,Maharashtra,60.0,3.0,0,2,63
2020-03-22,Madhya Pradesh,4.0,0.0,0,0,4
2020-03-22,Odisha,2.0,0.0,0,0,2
2020-03-22,Punjab,13.0,0.0,0,1,13
2020-03-22,Puducherry,1.0,0.0,0,0,1
2020-03-22,Rajasthan,22.0,2.0,3,0,24
2020-03-22,Telangana,10.0,11.0,1,0,21
2020-03-22,Tamil Nadu,4.0,2.0,1,0,6
2020-03-22,Uttar Pradesh,24.0,1.0,9,0,25
2020-03-22,Uttarakhand,3.0,0.0,0,0,3
2020-03-22,West Bengal,4.0,0.0,0,0,4
2020-03-22,Andhra Pradesh,5.0,0.0,0,0,5
2020-03-22,Bihar,2.0,0.0,0,1,2
2020-03-22,Chandigarh,5.0,0.0,0,0,5
2020-03-22,Chhattisgarh,1.0,0.0,0,0,1
2020-03-22,Delhi,28.0,1.0,5,1,29
2020-03-22,Gujarat,18.0,0.0,0,1,18
2020-03-22,Himachal Pradesh,2.0,0.0,0,0,2
2020-03-22,Haryana,7.0,14.0,0,0,21
2020-03-22,Jammu and Kashmir,4.0,0.0,0,0,4
2020-03-22,Karnataka,26.0,0.0,2,1,26
2020-03-22,Kerala,45.0,7.0,3,0,52
2020-03-22,Ladakh,13.0,0.0,0,0,13
2020-03-22,Maharashtra,64.0,3.0,0,2,67
2020-03-22,Madhya Pradesh,4.0,0.0,0,0,4
2020-03-22,Odisha,2.0,0.0,0,0,2
2020-03-22,Punjab,21.0,0.0,0,1,21
2020-03-22,Puducherry,1.0,0.0,0,0,1
2020-03-22,Rajasthan,22.0,2.0,3,0,24
2020-03-22,Telangana,11.0,11.0,1,0,22
2020-03-22,Tamil Nadu,5.0,2.0,1,0,7
2020-03-22,Uttar Pradesh,26.0,1.0,9,0,27
2020-03-22,Uttarakhand,3.0,0.0,0,0,3
2020-03-22,West Bengal,4.0,0.0,0,0,4
2020-03-23,Andhra Pradesh,5.0,0.0,0,0,5
2020-03-23,Bihar,2.0,0.0,0,1,2
2020-03-23,Chandigarh,5.0,0.0,0,0,5
2020-03-23,Chhattisgarh,1.0,0.0,0,0,1
2020-03-23,Delhi,28.0,1.0,5,1,29
2020-03-23,Gujarat,18.0,0.0,0,1,18
2020-03-23,Himachal Pradesh,2.0,0.0,0,0,2
2020-03-23,Haryana,7.0,14.0,0,0,21
2020-03-23,Jammu and Kashmir,4.0,0.0,0,0,4
2020-03-23,Karnataka,26.0,0.0,2,1,26
2020-03-23,Kerala,60.0,7.0,3,0,67
2020-03-23,Ladakh,13.0,0.0,0,0,13
2020-03-23,Maharashtra,64.0,3.0,0,2,67
2020-03-23,Madhya Pradesh,6.0,0.0,0,0,6
2020-03-23,Odisha,2.0,0.0,0,0,2
2020-03-23,Punjab,21.0,0.0,0,1,21
2020-03-23,Puducherry,1.0,0.0,0,0,1
2020-03-23,Rajasthan,25.0,2.0,3,0,27
2020-03-23,Telangana,15.0,11.0,1,0,26
2020-03-23,Tamil Nadu,7.0,2.0,1,0,9
